"","N","DE","P.DE","FDR"
"SMID_BREAST_CANCER_LUMINAL_A_UP",84,5,6.36816027451273e-06,0.0176726028791934
"CAFFAREL_RESPONSE_TO_THC_8HR_5_UP",16,2,7.48046682717181e-06,0.0176726028791934
"MATZUK_OVULATION",14,2,4.11957775053477e-05,0.0648833495709227
"PID_MTOR_4PATHWAY",69,3,9.13294712559382e-05,0.0671606987748356
"ABDULRAHMAN_KIDNEY_CANCER_VHL_UP",5,1,9.51242216959086e-05,0.0671606987748356
"MAINA_VHL_TARGETS_DN",18,2,0.000109068700167994,0.0671606987748356
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23",24,2,0.000116617160176434,0.0671606987748356
"REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",22,2,0.000116993410785347,0.0671606987748356
"OHASHI_AURKA_TARGETS",6,1,0.000127925140523496,0.0671606987748356
"CORRADETTI_MTOR_PATHWAY_REGULATORS_DN",6,1,0.000173624643415859,0.0820376440139934
"FARDIN_HYPOXIA_11",32,2,0.00022466603363016,0.0833011004127496
"GRUETZMANN_PANCREATIC_CANCER_DN",203,5,0.00023669696199575,0.0833011004127496
"MENSE_HYPOXIA_UP",98,3,0.000237259865995547,0.0833011004127496
"SUBTIL_PROGESTIN_TARGETS",36,2,0.000247093838828912,0.0833011004127496
"KOBAYASHI_EGFR_SIGNALING_6HR_UP",7,1,0.000264447937818253,0.0833011004127496
"FARDIN_HYPOXIA_9",7,1,0.000299406619919359,0.0884185174449357
"XU_GH1_AUTOCRINE_TARGETS_DN",142,4,0.000318685102437935,0.0885757122952497
"MAHAJAN_RESPONSE_TO_IL1A_DN",76,3,0.00037250908141178,0.0942371595522482
"PID_IL2_PI3K_PATHWAY",34,2,0.000406709696031649,0.0942371595522482
"MATZUK_IMPLANTATION_AND_UTERINE",22,2,0.000450447804570814,0.0942371595522482
"REACTOME_CD28_CO_STIMULATION",32,2,0.000461116505281892,0.0942371595522482
"REACTOME_MTORC1_MEDIATED_SIGNALLING",11,1,0.000494841692552383,0.0942371595522482
"YAMANAKA_GLIOBLASTOMA_SURVIVAL_DN",9,1,0.000512471117251363,0.0942371595522482
"SHIN_B_CELL_LYMPHOMA_CLUSTER_3",28,2,0.000515057980458645,0.0942371595522482
"CASTELLANO_HRAS_AND_NRAS_TARGETS_DN",8,1,0.00056680054096041,0.0942371595522482
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0",76,3,0.000578770908672026,0.0942371595522482
"SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN",85,3,0.000578836113315761,0.0942371595522482
"INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP",14,1,0.00058615515550931,0.0942371595522482
"FRASOR_TAMOXIFEN_RESPONSE_DN",11,1,0.000603057300706668,0.0942371595522482
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",44,2,0.000619935864635204,0.0942371595522482
"MCBRYAN_TERMINAL_END_BUD_DN",7,1,0.000677754871274901,0.0942371595522482
"FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_DN",8,1,0.000681288973544977,0.0942371595522482
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7",8,1,0.000685646452588406,0.0942371595522482
"VARELA_ZMPSTE24_TARGETS_UP",40,2,0.000690767466104975,0.0942371595522482
"ELVIDGE_HIF1A_TARGETS_DN",91,3,0.000715366787116005,0.0942371595522482
"REACTOME_SIGNALING_BY_ILS",107,3,0.00072489638112295,0.0942371595522482
"PRAMOONJAGO_SOX4_TARGETS_UP",52,2,0.000737941778504378,0.0942371595522482
"HASINA_NOL7_TARGETS_UP",13,1,0.000796100059837911,0.0989887574403718
"LAU_APOPTOSIS_CDKN2A_UP",55,2,0.000839760885574841,0.101740261136952
"BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN",51,2,0.000897398247450384,0.103819246782798
"ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN",19,1,0.000924530469619096,0.103819246782798
"REACTOME_IL_6_SIGNALING",11,1,0.000937241355419402,0.103819246782798
"HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP",38,2,0.000944810076541862,0.103819246782798
"LEONARD_HYPOXIA",47,2,0.000980890469220321,0.105334260615137
"BIOCARTA_TCR_PATHWAY",49,2,0.00102762111605364,0.107900217185632
"KENNY_CTNNB1_TARGETS_DN",52,2,0.00107081287679736,0.109991105279729
"LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN",800,8,0.001143294563684,0.112792770963372
"ZHAN_MULTIPLE_MYELOMA_CD2_DN",46,2,0.00114583132407235,0.112792770963372
"MANALO_HYPOXIA_UP",207,5,0.00128040681819622,0.11575006037819
"BIOCARTA_BCELLSURVIVAL_PATHWAY",16,1,0.0012820403745124,0.11575006037819
