"","Term","Ont","N","DE","P.DE","FDR"
"GO:0005515","protein binding","MF",6269,226,5.56834365800383e-06,0.109835578654126
"GO:0016925","protein sumoylation","BP",80,10,3.7415814732396e-05,0.323923508945605
"GO:0099518","vesicle cytoskeletal trafficking","BP",25,6,5.81046573640459e-05,0.323923508945605
"GO:0044451","nucleoplasm part","CC",419,25,6.79710393627712e-05,0.323923508945605
"GO:0016569","chromatin modification","BP",349,23,8.21098881991394e-05,0.323923508945605
"GO:0006914","autophagy","BP",287,20,0.000119224678102315,0.368165970008856
"GO:0043226","organelle","CC",8694,282,0.00015405675267843,0.368165970008856
"GO:0072384","organelle transport along microtubule","BP",39,7,0.000170639990471408,0.368165970008856
"GO:0047496","vesicle transport along microtubule","BP",19,5,0.000184716271924379,0.368165970008856
"GO:0072386","plus-end-directed organelle transport along microtubule","BP",5,3,0.000205314355898475,0.368165970008856
"GO:0072383","plus-end-directed vesicle transport along microtubule","BP",5,3,0.000205314355898475,0.368165970008856
"GO:0018205","peptidyl-lysine modification","BP",246,17,0.000248171492721492,0.407931891160952
"GO:0043001","Golgi to plasma membrane protein transport","BP",23,5,0.0002806288750724,0.425800350831007
"GO:1904837","beta-catenin-TCF complex assembly","BP",30,6,0.000317416323194126,0.447216926786009
"GO:0098732","macromolecule deacylation","BP",64,8,0.000389086897283621,0.511649269927961
"GO:0010970","transport along microtubule","BP",65,8,0.000431907714127572,0.532461228822898
"GO:0005776","autophagosome","CC",50,7,0.000488225419454115,0.566485082278378
"GO:0030705","cytoskeleton-dependent intracellular transport","BP",83,9,0.000584257216171731,0.610899489061271
"GO:0005856","cytoskeleton","CC",1446,63,0.00061921051849687,0.610899489061271
"GO:0044422","organelle part","CC",5463,182,0.000670740335080496,0.610899489061271
"GO:0006325","chromatin organization","BP",454,25,0.000697055127140429,0.610899489061271
"GO:0031981","nuclear lumen","CC",2200,82,0.00073485334116798,0.610899489061271
"GO:1902494","catalytic complex","CC",696,32,0.000838406438176885,0.610899489061271
"GO:0005925","focal adhesion","CC",293,20,0.000855623001938335,0.610899489061271
"GO:0000910","cytokinesis","BP",86,9,0.000857750515561703,0.610899489061271
"GO:0044446","intracellular organelle part","CC",5332,177,0.000882191357124035,0.610899489061271
"GO:0043412","macromolecule modification","BP",2749,105,0.000892608994076827,0.610899489061271
"GO:0005654","nucleoplasm","CC",1856,71,0.000919276202540748,0.610899489061271
"GO:0005924","cell-substrate adherens junction","CC",295,20,0.000923926360120211,0.610899489061271
"GO:0030055","cell-substrate junction","CC",297,20,0.0010050568355882,0.610899489061271
"GO:0035639","purine ribonucleoside triphosphate binding","MF",1249,54,0.001024409209065,0.610899489061271
"GO:0070603","SWI/SNF superfamily-type complex","CC",46,6,0.00107806581278101,0.610899489061271
"GO:0070013","intracellular organelle lumen","CC",2770,99,0.00112547604731169,0.610899489061271
"GO:0031974","membrane-enclosed lumen","CC",2770,99,0.00112547604731169,0.610899489061271
"GO:0043233","organelle lumen","CC",2770,99,0.00112547604731169,0.610899489061271
"GO:0032550","purine ribonucleoside binding","MF",1257,54,0.00119738618873755,0.610899489061271
"GO:0032549","ribonucleoside binding","MF",1257,54,0.00119738618873755,0.610899489061271
"GO:0001883","purine nucleoside binding","MF",1258,54,0.00123064620806691,0.610899489061271
"GO:0099568","cytoplasmic region","CC",227,17,0.00123757861085754,0.610899489061271
"GO:0006476","protein deacetylation","BP",59,7,0.00123883293092273,0.610899489061271
"GO:0001882","nucleoside binding","MF",1260,54,0.00127504132529921,0.613419271744561
"GO:0032555","purine ribonucleotide binding","MF",1285,55,0.00134291580722741,0.623850444031571
"GO:0071011","precatalytic spliceosome","CC",11,3,0.00139320944788793,0.623850444031571
"GO:0017076","purine nucleotide binding","MF",1288,55,0.00139598516960424,0.623850444031571
"GO:0044448","cell cortex part","CC",100,10,0.00142323295216328,0.623850444031571
"GO:0044428","nuclear part","CC",2441,88,0.00154519257698235,0.662585295238628
"GO:0032553","ribonucleotide binding","MF",1297,55,0.0016150415473818,0.666558007565486
"GO:0016236","macroautophagy","BP",148,11,0.0016445034641818,0.666558007565486
"GO:0005488","binding","MF",9154,294,0.00167608559359691,0.666558007565486
"GO:0035601","protein deacylation","BP",63,7,0.00168962739560326,0.666558007565486
