"","N","DE","P.DE","FDR"
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,46,1.04379256090052e-10,4.93191985025494e-07
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,45,3.03118217852701e-09,7.16116789677006e-06
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",485,29,1.15066387481627e-06,0.00181229560283562
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN",537,29,2.84064893509987e-06,0.00335551655458672
"BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN",88,11,8.49466982800736e-06,0.00592060148673351
"CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP",380,22,9.754475365869e-06,0.00592060148673351
"YANG_BREAST_CANCER_ESR1_UP",36,7,9.98413838040596e-06,0.00592060148673351
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,8,1.00242988135171e-05,0.00592060148673351
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",12,3,1.58198573379176e-05,0.00803897591552468
"BENPORATH_NANOG_TARGETS",988,36,1.7231532550685e-05,0.00803897591552468
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN",483,24,2.06451877503745e-05,0.00803897591552468
"ROETH_TERT_TARGETS_DN",8,3,2.08072212912592e-05,0.00803897591552468
"KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3",824,36,2.22137239212554e-05,0.00803897591552468
"PASINI_SUZ12_TARGETS_DN",315,21,2.38191878978509e-05,0.00803897591552468
"GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN",56,8,3.16123807338811e-05,0.00944379374007358
"HUANG_DASATINIB_RESISTANCE_DN",69,8,3.19789840933709e-05,0.00944379374007358
"KIM_GERMINAL_CENTER_T_HELPER_DN",24,5,5.20982742502021e-05,0.0140593873681023
"GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN",1781,53,5.35595709261041e-05,0.0140593873681023
"FARMER_BREAST_CANCER_APOCRINE_VS_BASAL",330,18,6.39134406162715e-05,0.015894263521678
"REACTOME_BASE_EXCISION_REPAIR",19,3,0.000100924497246627,0.0238434124745156
"TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN",321,19,0.00013544466553817,0.0304750497460882
"NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON",21,4,0.000145836485167623,0.0311665472378004
"GENTILE_UV_RESPONSE_CLUSTER_D4",55,6,0.000151710177030563,0.0311665472378004
"FARMER_BREAST_CANCER_BASAL_VS_LULMINAL",330,18,0.000163661311472232,0.0322208206960957
"DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN",505,25,0.000175198236023145,0.0325316368469607
"BERNARD_PPAPDC1B_TARGETS_DN",58,7,0.000183275711325207,0.0325316368469607
"PILON_KLF1_TARGETS_DN",1972,52,0.000185895067696918,0.0325316368469607
"GRESHOCK_CANCER_COPY_NUMBER_UP",323,19,0.000193729939998697,0.0326919273747801
"GOZGIT_ESR1_TARGETS_DN",781,33,0.000201567571504296,0.0328416129433723
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3",720,30,0.00021791496659838,0.0343216072392449
"REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",10,2,0.00023843515302016,0.0348223700555203
"LI_CYTIDINE_ANALOGS_CYCTOTOXICITY",15,3,0.000243092832735173,0.0348223700555203
"LIU_COMMON_CANCER_GENES",79,6,0.000243203854356015,0.0348223700555203
"LU_EZH2_TARGETS_DN",414,17,0.000271953071171143,0.037627531125125
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",482,22,0.000278722452778704,0.037627531125125
"SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP",11,3,0.000286724028889705,0.0376325287917738
"ULE_SPLICING_VIA_NOVA2",43,6,0.000306078144852985,0.0390870063359555
"EPPERT_HSC_R",121,10,0.000325652367151677,0.0396905785070096
"YAGI_AML_WITH_T_9_11_TRANSLOCATION",130,9,0.000327604774978492,0.0396905785070096
"SASSON_RESPONSE_TO_GONADOTROPHINS_DN",87,8,0.000362279169336685,0.042042560135159
"SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN",18,3,0.000364813749320957,0.042042560135159
"SASSON_RESPONSE_TO_FORSKOLIN_DN",88,8,0.000414768474786633,0.0466614534134962
"ROME_INSULIN_TARGETS_IN_MUSCLE_UP",442,16,0.000425494795274735,0.0467549513412354
"WIKMAN_ASBESTOS_LUNG_CANCER_UP",17,3,0.000456994005410577,0.0481332727625166
"RODWELL_AGING_KIDNEY_DN",145,9,0.000458580918942162,0.0481332727625166
"STEIN_ESR1_TARGETS",85,7,0.000468599057582172,0.0481332727625166
"BENPORATH_SOX2_TARGETS",734,26,0.000496813268558504,0.0499455892327432
"GOLUB_ALL_VS_AML_UP",24,3,0.000543842360540962,0.0511048247189639
"UDAYAKUMAR_MED1_TARGETS_DN",240,13,0.000547306325894675,0.0511048247189639
"RODWELL_AGING_KIDNEY_NO_BLOOD_DN",150,9,0.000549033773616115,0.0511048247189639
