"","N","DE","P.DE","FDR"
"JONES_TCOF1_TARGETS",5,2,4.91838297690562e-07,0.0023239359565879
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP",450,10,2.02188689309422e-06,0.0041024479482222
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP",30,3,2.6047288560141e-06,0.0041024479482222
"COLDREN_GEFITINIB_RESISTANCE_DN",230,7,6.52632612363314e-06,0.00770922273354165
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0",76,4,3.17697492605643e-05,0.0300224130512333
"MCBRYAN_PUBERTAL_BREAST_4_5WK_UP",271,7,3.99604144317236e-05,0.0314688263649823
"NIKOLSKY_BREAST_CANCER_19P13_AMPLICON",5,1,8.25900855048089e-05,0.055748307715746
"OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP",117,3,0.000110284733250755,0.0572298500338154
"YAGUE_PRETUMOR_DRUG_RESISTANCE_DN",13,2,0.000132723624344439,0.0572298500338154
"KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3",824,11,0.00013734170803981,0.0572298500338154
"VERHAAK_GLIOBLASTOMA_CLASSICAL",162,5,0.000142893234155737,0.0572298500338154
"THILLAINADESAN_ZNF217_TARGETS_DN",9,1,0.000172941202114092,0.0572298500338154
"MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_DN",6,1,0.000189354288554606,0.0572298500338154
"CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP",121,4,0.000191201758856839,0.0572298500338154
"KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN",329,7,0.00019322741201284,0.0572298500338154
"PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN",106,4,0.000197316910525371,0.0572298500338154
"KAUFFMANN_MELANOMA_RELAPSE_DN",6,1,0.000207382739072203,0.0572298500338154
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN",53,2,0.000218018476319297,0.0572298500338154
"LIM_MAMMARY_STEM_CELL_DN",428,7,0.000236701503981828,0.057484444053881
"TERAMOTO_OPN_TARGETS_CLUSTER_3",5,1,0.000243320398111665,0.057484444053881
"VERRECCHIA_RESPONSE_TO_TGFB1_C6",5,1,0.00025633206249481,0.0576747140613322
"BERNARD_PPAPDC1B_TARGETS_UP",40,2,0.000365562160172105,0.0766517801834906
"KOBAYASHI_EGFR_SIGNALING_6HR_UP",7,1,0.000373119776554557,0.0766517801834906
"DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN",505,8,0.000443276877071659,0.0824005909737286
"NAKAYAMA_FRA2_TARGETS",43,2,0.000455086408101333,0.0824005909737286
"RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN",42,2,0.000468494021306668,0.0824005909737286
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN",384,6,0.000470860519849877,0.0824005909737286
"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN",67,3,0.000501799797211394,0.08326625082991
"WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP",265,5,0.000514290005092493,0.08326625082991
"MAINA_HYPOXIA_VHL_TARGETS_UP",6,1,0.000528674608443873,0.08326625082991
"CUI_TCF21_TARGETS_DN",31,2,0.000549797500205281,0.0837997802732244
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP",35,2,0.000580639270896143,0.0857350173432587
"NOUSHMEHR_GBM_SOMATIC_MUTATED",9,1,0.000608121122707415,0.0870718880240163
"MIKKELSEN_ES_LCP_WITH_H3K4ME3",142,4,0.000644674028980227,0.0874989998154041
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN",84,3,0.000664421223882703,0.0874989998154041
"ONGUSAHA_TP53_TARGETS",38,2,0.000669885018576191,0.0874989998154041
"LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP",8,1,0.000709755462220139,0.0874989998154041
"YAGUE_PRETUMOR_DRUG_RESISTANCE_UP",8,1,0.000727688276614506,0.0874989998154041
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",18,1,0.00074467919994645,0.0874989998154041
"REACTOME_DEADENYLATION_OF_MRNA",22,1,0.000764783621229429,0.0874989998154041
"ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN",284,5,0.000775916573980222,0.0874989998154041
"KOBAYASHI_EGFR_SIGNALING_24HR_UP",101,3,0.000777768887248036,0.0874989998154041
"DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN",84,3,0.000883496674086223,0.0945941546657265
"MIKKELSEN_DEDIFFERENTIATED_STATE_DN",7,1,0.000887418702747582,0.0945941546657265
"BIOCARTA_ACE2_PATHWAY",13,1,0.000900896711102157,0.0945941546657265
"XU_RESPONSE_TO_TRETINOIN_DN",13,1,0.000954478997063966,0.0980415926332008
"SENESE_HDAC3_TARGETS_DN",536,7,0.0010592310623999,0.106486527017862
"HOWLIN_CITED1_TARGETS_2_UP",17,1,0.00112684151307749,0.110923461443565
"PID_TAP63_PATHWAY",54,2,0.00115868230938591,0.111730079833641
"YAMASHITA_LIVER_CANCER_STEM_CELL_UP",47,2,0.00119536288341939,0.112195494519772
