"","N","DE","P.DE","FDR"
"MCBRYAN_PUBERTAL_BREAST_4_5WK_UP",271,6,3.26894605956905e-09,1.54457701314638e-05
"LIM_MAMMARY_STEM_CELL_DN",428,6,2.31590914679026e-08,5.47133535929199e-05
"LANDIS_ERBB2_BREAST_TUMORS_324_UP",150,4,1.04322414165639e-07,0.000164307802310881
"ONDER_CDH1_TARGETS_2_DN",464,6,2.06869753543931e-07,0.000244364896373768
"COLDREN_GEFITINIB_RESISTANCE_DN",230,4,1.47613821406578e-06,0.00139495061229216
"MUELLER_METHYLATED_IN_GLIOBLASTOMA",40,2,5.29479428554568e-06,0.00416965049986723
"LANDIS_BREAST_CANCER_PROGRESSION_UP",44,2,6.58808583143636e-06,0.00444695793621954
"LI_AMPLIFIED_IN_LUNG_CANCER",178,3,8.19504050486642e-06,0.00484019579818673
"YAMASHITA_LIVER_CANCER_STEM_CELL_UP",47,2,1.0352628879959e-05,0.00528291298371953
"IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN",9,1,1.11807682195122e-05,0.00528291298371953
"ZHENG_FOXP3_TARGETS_DN",5,1,1.3094692958923e-05,0.00562476583917374
"HALMOS_CEBPA_TARGETS_DN",46,2,1.63015685215587e-05,0.00613619734135076
"TERAMOTO_OPN_TARGETS_CLUSTER_1",13,1,1.68826593518645e-05,0.00613619734135076
"KIM_GERMINAL_CENTER_T_HELPER_UP",66,2,2.03266862151532e-05,0.00678641225467989
"MAINA_HYPOXIA_VHL_TARGETS_UP",6,1,2.15441658878727e-05,0.00678641225467989
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN",62,2,2.4463890879515e-05,0.00722449277535678
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,5,2.76302645492455e-05,0.00759934153416423
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP",450,4,2.905998579671e-05,0.00759934153416423
"DELPUECH_FOXO3_TARGETS_UP",68,2,3.05581987617186e-05,0.00759934153416423
"HUPER_BREAST_BASAL_VS_LUMINAL_DN",59,2,4.23002912526057e-05,0.00971579160522104
"ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF",222,3,4.31812960232046e-05,0.00971579160522104
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",19,1,4.62367823902928e-05,0.00993039985427878
"MCBRYAN_PUBERTAL_BREAST_3_4WK_UP",214,3,5.07908116017194e-05,0.0103099157063455
"HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2",18,1,5.48441023933646e-05,0.0103099157063455
"PARK_TRETINOIN_RESPONSE",12,1,5.69408011873352e-05,0.0103099157063455
"CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP",85,2,5.90085154441406e-05,0.0103099157063455
"REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING",12,1,5.93935197397116e-05,0.0103099157063455
"WHITESIDE_CISPLATIN_RESISTANCE_UP",11,1,6.10957967783437e-05,0.0103099157063455
"YEGNASUBRAMANIAN_PROSTATE_CANCER",128,2,6.86580458298302e-05,0.0108475669807616
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN",84,2,6.8873441147693e-05,0.0108475669807616
"NELSON_RESPONSE_TO_ANDROGEN_UP",86,2,7.38468614785923e-05,0.0112556909834306
"KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP",12,1,7.9389429968605e-05,0.0117223455188018
"COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP",109,2,8.35639956048631e-05,0.0119648448252418
"REACTOME_SIGNALING_BY_HIPPO",22,1,8.7567003584464e-05,0.0121692379981351
"JEON_SMAD6_TARGETS_DN",19,1,9.17490388324201e-05,0.0122910711175048
"MALIK_REPRESSED_BY_ESTROGEN",12,1,9.91637571549332e-05,0.0122910711175048
"PID_ERBB_NETWORK_PATHWAY",15,1,0.000101072523376568,0.0122910711175048
"DAZARD_UV_RESPONSE_CLUSTER_G2",30,1,0.000101257135397707,0.0122910711175048
"YUAN_ZNF143_PARTNERS",22,1,0.000103400903040156,0.0122910711175048
"CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN",23,1,0.000104051395703745,0.0122910711175048
"STEIN_ESRRA_TARGETS_UP",388,3,0.000109129837705187,0.0123994069311985
"YIH_RESPONSE_TO_ARSENITE_C4",18,1,0.000111973095681752,0.0123994069311985
"MCBRYAN_PUBERTAL_BREAST_5_6WK_UP",116,2,0.000112841163606674,0.0123994069311985
"TAVAZOIE_METASTASIS",108,2,0.00011620134543622,0.0124784399360486
"KYNG_NORMAL_AGING_UP",19,1,0.000121410001043609,0.0127480501095789
"GROSS_HYPOXIA_VIA_HIF1A_DN",110,2,0.000140911305119879,0.0144740416672049
"VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP",19,1,0.000149230421254338,0.0145724334422082
"KYNG_WERNER_SYNDROM_UP",20,1,0.000150305490306176,0.0145724334422082
"KOBAYASHI_RESPONSE_TO_ROMIDEPSIN",19,1,0.00015112153199327,0.0145724334422082
"PID_INSULIN_GLUCOSE_PATHWAY",26,1,0.000154406972000147,0.0145914588540139
