"","Term","Ont","N","DE","P.DE","FDR"
"GO:0018969","thiocyanate metabolic process","BP",1,1,0.000954455353654479,1
"GO:0036393","thiocyanate peroxidase activity","MF",1,1,0.000954455353654479,1
"GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","BP",20,1,0.00211205922286296,1
"GO:0008457","beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity","MF",1,1,0.00336062076498454,1
"GO:0047256","lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity","MF",1,1,0.00336062076498454,1
"GO:0050913","sensory perception of bitter taste","BP",25,1,0.00362428732185951,1
"GO:0050912","detection of chemical stimulus involved in sensory perception of taste","BP",26,1,0.00498032559516131,1
"GO:0033058","directional locomotion","BP",3,1,0.00687372472238373,1
"GO:0051336","regulation of hydrolase activity","BP",1001,4,0.00690377563879831,1
"GO:0098772","molecular function regulator","MF",1017,4,0.0109827877877572,1
"GO:0048531","beta-1,3-galactosyltransferase activity","MF",9,1,0.011255161727013,1
"GO:0008499","UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity","MF",9,1,0.011255161727013,1
"GO:1900273","positive regulation of long-term synaptic potentiation","BP",9,1,0.0125600297851996,1
"GO:0035250","UDP-galactosyltransferase activity","MF",22,1,0.0128245460127039,1
"GO:0008378","galactosyltransferase activity","MF",24,1,0.0128245466550956,1
"GO:1900271","regulation of long-term synaptic potentiation","BP",13,1,0.0139220912803171,1
"GO:0060076","excitatory synapse","CC",131,2,0.014613442906932,1
"GO:0004857","enzyme inhibitor activity","MF",280,2,0.0156713565898293,1
"GO:0030212","hyaluronan metabolic process","BP",29,1,0.0158650525747579,1
"GO:0042428","serotonin metabolic process","BP",9,1,0.0160128077904098,1
"GO:1901160","primary amino compound metabolic process","BP",12,1,0.0160128089889632,1
"GO:0051346","negative regulation of hydrolase activity","BP",290,2,0.0161541521084428,1
"GO:0004972","NMDA glutamate receptor activity","MF",8,1,0.0173366954474639,1
"GO:0008270","zinc ion binding","MF",789,3,0.0176321606646287,1
"GO:0042430","indole-containing compound metabolic process","BP",18,1,0.0182284969560974,1
"GO:0050909","sensory perception of taste","BP",47,1,0.0195771348269783,1
"GO:0042744","hydrogen peroxide catabolic process","BP",18,1,0.0214483181051694,1
"GO:0017146","NMDA selective glutamate receptor complex","CC",11,1,0.0245574802526315,1
"GO:0001975","response to amphetamine","BP",25,1,0.0246118457457429,1
"GO:0030431","sleep","BP",30,1,0.0246957714785646,1
"GO:0005088","Ras guanyl-nucleotide exchange factor activity","MF",192,2,0.0262391006070386,1
"GO:0046914","transition metal ion binding","MF",965,3,0.0269213648971232,1
"GO:0008375","acetylglucosaminyltransferase activity","MF",36,1,0.0269445242386573,1
"GO:0014075","response to amine","BP",36,1,0.0270388187182897,1
"GO:0009247","glycolipid biosynthetic process","BP",44,1,0.0308315345285305,1
"GO:0004864","protein phosphatase inhibitor activity","MF",26,1,0.0319249972173196,1
"GO:0019212","phosphatase inhibitor activity","MF",28,1,0.0324876847352332,1
"GO:0004601","peroxidase activity","MF",28,1,0.0336168902021148,1
"GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","MF",30,1,0.0336168918677356,1
"GO:0050790","regulation of catalytic activity","BP",1706,4,0.0345012763096831,1
"GO:0005085","guanyl-nucleotide exchange factor activity","MF",249,2,0.0354206492704261,1
"GO:0004867","serine-type endopeptidase inhibitor activity","MF",76,1,0.0372416272955644,1
"GO:0042743","hydrogen peroxide metabolic process","BP",34,1,0.0375700083457848,1
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",280,1,0.0379191046340727,1
"GO:0008542","visual learning","BP",39,1,0.0403898656268609,1
"GO:0010923","negative regulation of phosphatase activity","BP",47,1,0.0404487852379186,1
"GO:0016266","O-glycan processing","BP",46,1,0.0409931156725717,1
"GO:0051931","regulation of sensory perception","BP",28,1,0.0413504596622011,1
"GO:0051930","regulation of sensory perception of pain","BP",28,1,0.0413504596622011,1
"GO:0042417","dopamine metabolic process","BP",27,1,0.0424209981521271,1
