"","Term","Ont","N","DE","P.DE","FDR"
"GO:0005515","protein binding","MF",6269,267,4.71763872023836e-07,0.00930554237567016
"GO:0005856","cytoskeleton","CC",1446,80,8.83661032524577e-06,0.0871510693327364
"GO:0044430","cytoskeletal part","CC",1067,61,2.35009958097498e-05,0.134600143525907
"GO:0099568","cytoplasmic region","CC",227,23,2.72953396250254e-05,0.134600143525907
"GO:0043001","Golgi to plasma membrane protein transport","BP",23,6,5.15995978927699e-05,0.18734894483803
"GO:0045184","establishment of protein localization","BP",1377,73,5.69882721940776e-05,0.18734894483803
"GO:0015630","microtubule cytoskeleton","CC",725,43,9.54017078095582e-05,0.223258853261197
"GO:1903690","negative regulation of wound healing, spreading of epidermal cells","BP",3,3,0.000109378712067681,0.223258853261197
"GO:0044448","cell cortex part","CC",100,13,0.000119229116136512,0.223258853261197
"GO:0005815","microtubule organizing center","CC",423,28,0.000121243919653468,0.223258853261197
"GO:0016925","protein sumoylation","BP",80,10,0.000131899841388362,0.223258853261197
"GO:0099518","vesicle cytoskeletal trafficking","BP",25,6,0.000138439684300561,0.223258853261197
"GO:0044422","organelle part","CC",5463,215,0.000147141449551106,0.223258853261197
"GO:0044272","sulfur compound biosynthetic process","BP",145,15,0.00019836624547165,0.25790215081312
"GO:0044446","intracellular organelle part","CC",5332,209,0.000209082997451788,0.25790215081312
"GO:0010171","body morphogenesis","BP",42,8,0.000209198195843342,0.25790215081312
"GO:0090091","positive regulation of extracellular matrix disassembly","BP",7,4,0.00023091562806407,0.263894437670797
"GO:0005938","cell cortex","CC",197,19,0.000255547540977918,0.263894437670797
"GO:0005912","adherens junction","CC",519,35,0.000271162666963495,0.263894437670797
"GO:0044451","nucleoplasm part","CC",419,26,0.000276370786276216,0.263894437670797
"GO:0015031","protein transport","BP",1252,65,0.000280952253033548,0.263894437670797
"GO:0007009","plasma membrane organization","BP",212,19,0.00032531067190715,0.272564555665489
"GO:0072386","plus-end-directed organelle transport along microtubule","BP",5,3,0.000347294080133539,0.272564555665489
"GO:0072383","plus-end-directed vesicle transport along microtubule","BP",5,3,0.000347294080133539,0.272564555665489
"GO:0008104","protein localization","BP",1675,83,0.00038329335893344,0.272564555665489
"GO:0047496","vesicle transport along microtubule","BP",19,5,0.000389829009062478,0.272564555665489
"GO:0070161","anchoring junction","CC",531,35,0.000399479865189508,0.272564555665489
"GO:0005622","intracellular","CC",9396,351,0.000408891474056362,0.272564555665489
"GO:0045180","basal cortex","CC",4,3,0.000414307174558336,0.272564555665489
"GO:0007264","small GTPase mediated signal transduction","BP",418,30,0.000414546852723178,0.272564555665489
"GO:1902262","apoptotic process involved in patterning of blood vessels","BP",4,3,0.000431363033382765,0.274472123660485
"GO:1903055","positive regulation of extracellular matrix organization","BP",17,5,0.000466879131897546,0.287787214896222
"GO:0043473","pigmentation","BP",64,9,0.000523828967410581,0.31310686006587
"GO:0044444","cytoplasmic part","CC",5434,217,0.000572051392596562,0.3318739329108
"GO:2001197","basement membrane assembly involved in embryonic body morphogenesis","BP",5,3,0.000636228124968218,0.335464104494118
"GO:1904261","positive regulation of basement membrane assembly involved in embryonic body morphogenesis","BP",5,3,0.000636228124968218,0.335464104494118
"GO:1904259","regulation of basement membrane assembly involved in embryonic body morphogenesis","BP",5,3,0.000636228124968218,0.335464104494118
"GO:0010256","endomembrane system organization","BP",384,26,0.000646267983309327,0.335464104494118
"GO:0043226","organelle","CC",8694,326,0.000664934331283653,0.336303325245386
"GO:0016569","chromatin modification","BP",349,23,0.000745365086791301,0.357033542832576
"GO:0005737","cytoplasm","CC",7233,279,0.000759343289814711,0.357033542832576
"GO:0044424","intracellular part","CC",9137,340,0.000791992380772996,0.357033542832576
"GO:1904837","beta-catenin-TCF complex assembly","BP",30,6,0.000793606807174547,0.357033542832576
"GO:0032555","purine ribonucleotide binding","MF",1285,64,0.00079847861258827,0.357033542832576
"GO:0043547","positive regulation of GTPase activity","BP",482,34,0.000826301722696711,0.357033542832576
"GO:0017076","purine nucleotide binding","MF",1288,64,0.000832625752613359,0.357033542832576
"GO:0070831","basement membrane assembly","BP",6,3,0.000873223580966948,0.361570722154886
"GO:0035639","purine ribonucleoside triphosphate binding","MF",1249,62,0.000879867917030901,0.361570722154886
"GO:0032553","ribonucleotide binding","MF",1297,64,0.000980153617606476,0.381085063024308
"GO:1903689","regulation of wound healing, spreading of epidermal cells","BP",5,3,0.00103657804567817,0.381085063024308
