"","N","DE","P.DE","FDR"
"MARTINEZ_RESPONSE_TO_TRABECTEDIN",50,7,9.19773287321432e-06,0.0434592878259377
"PASINI_SUZ12_TARGETS_DN",315,17,3.42250709649593e-05,0.0808567301547164
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",13,3,0.000105581607507253,0.160894815549798
"GRESHOCK_CANCER_COPY_NUMBER_UP",323,16,0.000136207251259088,0.160894815549798
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",16,3,0.000232313573415755,0.213056920944883
"LE_SKI_TARGETS_UP",17,3,0.000376716427144951,0.213056920944883
"WEBER_METHYLATED_LCP_IN_SPERM_DN",7,1,0.000394150011883718,0.213056920944883
"SU_KIDNEY",15,3,0.000439917361208737,0.213056920944883
"MURAKAMI_UV_RESPONSE_6HR_DN",21,3,0.000441995427592407,0.213056920944883
"TSAI_DNAJB4_TARGETS_DN",6,2,0.000493994502424347,0.213056920944883
"REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",46,4,0.000589592805439456,0.213056920944883
"BAE_BRCA1_TARGETS_DN",32,3,0.000611853369402153,0.213056920944883
"MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN",17,2,0.000639322280744268,0.213056920944883
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP",169,9,0.000702622377550134,0.213056920944883
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",15,1,0.000732158944987928,0.213056920944883
"FOURNIER_ACINAR_DEVELOPMENT_LATE_UP",11,2,0.000740282694574048,0.213056920944883
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS",31,4,0.000766554001283176,0.213056920944883
"VALK_AML_CLUSTER_12",30,3,0.000956999709510239,0.213563289182239
"REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM",10,2,0.0010160941964719,0.213563289182239
"LU_TUMOR_ENDOTHELIAL_MARKERS_UP",22,3,0.00103191398654494,0.213563289182239
"BERNARD_PPAPDC1B_TARGETS_DN",58,5,0.00115310342926353,0.213563289182239
"NUMATA_CSF3_SIGNALING_VIA_STAT3",22,3,0.0011596275690364,0.213563289182239
"GENTILE_UV_RESPONSE_CLUSTER_D4",55,4,0.00119924415672908,0.213563289182239
"NADELLA_PRKAR1A_TARGETS_DN",8,2,0.00123267200238749,0.213563289182239
"WANG_NFKB_TARGETS",25,3,0.00124313155415398,0.213563289182239
"AMIT_EGF_RESPONSE_20_MCF10A",14,2,0.00132474103763886,0.213563289182239
"BURTON_ADIPOGENESIS_5",126,5,0.00133077571771621,0.213563289182239
"REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE",12,1,0.00135704991962288,0.213563289182239
"REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE",25,3,0.00136362555397861,0.213563289182239
"REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1",43,4,0.00140507477132903,0.213563289182239
"LIM_MAMMARY_LUMINAL_MATURE_DN",99,8,0.00154762559544788,0.213563289182239
"CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_UP",5,1,0.00160220907238323,0.213563289182239
"ASTIER_INTEGRIN_SIGNALING",59,4,0.00164327048678475,0.213563289182239
"WONG_IFNA2_RESISTANCE_UP",16,2,0.00165460515013259,0.213563289182239
"ROME_INSULIN_TARGETS_IN_MUSCLE_UP",442,11,0.001705299059265,0.213563289182239
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6",6,1,0.0017084670080141,0.213563289182239
"MATZUK_OVULATION",14,2,0.00173458382012992,0.213563289182239
"OKUMURA_INFLAMMATORY_RESPONSE_LPS",183,8,0.00179854547481787,0.213563289182239
"COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN",28,3,0.00180075804226197,0.213563289182239
"LE_EGR2_TARGETS_UP",108,5,0.0018280041225741,0.213563289182239
"RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN",537,17,0.00193245594994385,0.213563289182239
"ZEMBUTSU_SENSITIVITY_TO_FLUOROURACIL",17,2,0.00193964021214957,0.213563289182239
"RUAN_RESPONSE_TO_TROGLITAZONE_DN",19,2,0.00196951856142226,0.213563289182239
"ITO_PTTG1_TARGETS_UP",12,2,0.00198873750772878,0.213563289182239
"OKAMOTO_LIVER_CANCER_MULTICENTRIC_OCCURRENCE_DN",6,1,0.00219135977425699,0.213764270017869
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_11",5,1,0.00219278718969461,0.213764270017869
"FEVR_CTNNB1_TARGETS_DN",553,13,0.00223128480971567,0.213764270017869
"MAYBURD_RESPONSE_TO_L663536_DN",56,3,0.00233257776494287,0.213764270017869
"GRABARCZYK_BCL11B_TARGETS_DN",57,4,0.00237142814331383,0.213764270017869
"LEE_SP4_THYMOCYTE",14,2,0.0023834397589422,0.213764270017869
