"","N","DE","P.DE","FDR"
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",25,0,0,0
"BIOCARTA_AKAP95_PATHWAY",12,0,0,0
"REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS",14,0,0,0
"REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION",10,0,0,0
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",24,0,0,0
"REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX",11,0,0,0
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",11,0,0,0
"REACTOME_POL_SWITCHING",13,0,0,0
"REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT",33,0,0,0
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",15,0,0,0
"REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP",17,0,0,0
"REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY",27,0,0,0
"REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS",27,0,0,0
"REACTOME_RAF_MAP_KINASE_CASCADE",10,0,0,0
"REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING",16,0,0,0
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT",12,0,0,0
"CASTELLANO_HRAS_AND_NRAS_TARGETS_UP",6,0,0,0
"MOTAMED_RESPONSE_TO_ANDROGEN_UP",6,0,0,0
"RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN",8,0,0,0
"CROSBY_E2F4_TARGETS",6,0,0,0
"NAGY_PCAF_COMPONENTS_HUMAN",9,0,0,0
"FARMER_BREAST_CANCER_CLUSTER_2",33,0,0,0
"MANN_RESPONSE_TO_AMIFOSTINE_DN",10,0,0,0
"SEMBA_FHIT_TARGETS_DN",10,0,0,0
"KREPPEL_CD99_TARGETS_UP",6,0,0,0
"JIANG_CORE_DUPLICON_GENES",13,0,0,0
"FINETTI_BREAST_CANCER_KINOME_RED",16,0,0,0
"WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_DN",5,0,0,0
"WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP",12,0,0,0
"BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP",9,0,0,0
"ONGUSAHA_BRCA1_TARGETS_DN",14,0,0,0
"REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY",11,0,1.63723645751901e-08,2.41748195680541e-06
"BIOCARTA_DNAFRAGMENT_PATHWAY",10,0,3.14843785043095e-07,4.50799055857159e-05
"REACTOME_COPI_MEDIATED_TRANSPORT",10,0,1.50261033526888e-06,0.000208818642180749
"BIOCARTA_AHSP_PATHWAY",13,0,6.94054724148518e-06,0.000924926577120394
"LEE_METASTASIS_AND_RNA_PROCESSING_UP",17,0,7.28985290809891e-06,0.000924926577120394
"MOOTHA_PYR",8,0,7.43856191709469e-06,0.000924926577120394
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX",13,0,7.43856294826983e-06,0.000924926577120394
"WEBER_METHYLATED_LCP_IN_SPERM_DN",7,0,8.20792857192387e-06,0.000957950052474055
"REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",10,0,9.0932128881116e-06,0.000957950052474055
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",12,0,9.09321339270797e-06,0.000957950052474055
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",17,0,9.09321465447643e-06,0.000957950052474055
"REACTOME_BASE_EXCISION_REPAIR",19,0,9.09321515851769e-06,0.000957950052474055
"KEGG_BASE_EXCISION_REPAIR",35,0,9.09321920405937e-06,0.000957950052474055
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS",14,0,9.52881110050097e-06,0.000957950052474055
"REACTOME_MRNA_CAPPING",30,0,9.52881533677896e-06,0.000957950052474055
"REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX",30,0,9.52881533677896e-06,0.000957950052474055
"CAFFAREL_RESPONSE_TO_THC_8HR_3_DN",10,0,1.49535957862934e-05,0.00147199458521326
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18",8,0,2.08107353499853e-05,0.00200674948017716
"REACTOME_METABOLISM_OF_PORPHYRINS",14,0,2.58708238309868e-05,0.00244479285202825
