"","nodeLabel","CpG","correlations"
"cg24920933","VAE24","cg24920933",0.748336958465399
"cg06131630","VAE24","cg06131630",0.742159949067665
"cg06520134","VAE24","cg06520134",0.741764042757185
"cg03259292","VAE24","cg03259292",0.739429272440374
"cg02211646","VAE24","cg02211646",0.738181444668594
"cg12250761","VAE24","cg12250761",0.735258610543052
"cg11349980","VAE24","cg11349980",0.734627954655093
"cg11522683","VAE24","cg11522683",0.733903280802644
"cg09367817","VAE24","cg09367817",0.732818190673356
"cg24336152","VAE24","cg24336152",0.732346623389637
"cg04247336","VAE24","cg04247336",0.729885900188668
"cg18444099","VAE24","cg18444099",0.727012629623548
"cg07844563","VAE24","cg07844563",0.726295735339038
"cg14927218","VAE24","cg14927218",0.726151291176614
"cg08009487","VAE24","cg08009487",0.725356218034521
"cg17144305","VAE24","cg17144305",0.725313892667727
"cg06351796","VAE24","cg06351796",0.724784652680228
"cg16177693","VAE24","cg16177693",0.722091598753295
"cg00020799","VAE24","cg00020799",0.721090431047325
"cg18546840","VAE24","cg18546840",0.72100371469575
"cg17415650","VAE24","cg17415650",0.720898814316774
"cg19970883","VAE24","cg19970883",0.720812312381702
"cg08525712","VAE24","cg08525712",0.720298593520003
"cg25507719","VAE24","cg25507719",0.718735346413371
"cg11119313","VAE24","cg11119313",0.7181403961393
"cg18574274","VAE24","cg18574274",0.717105336212758
"cg06653796","VAE24","cg06653796",-0.717003936256295
"cg08835915","VAE24","cg08835915",0.716434760538968
"cg13764116","VAE24","cg13764116",0.715966311308256
"cg27260080","VAE24","cg27260080",0.715742890073699
"cg02858826","VAE24","cg02858826",0.715727520113236
"cg14965368","VAE24","cg14965368",0.715581963414013
"cg02876129","VAE24","cg02876129",0.715545575391923
"cg01424624","VAE24","cg01424624",0.715344892426797
"cg20727124","VAE24","cg20727124",0.715187257730456
"cg02536065","VAE24","cg02536065",0.71515334511995
"cg14517355","VAE24","cg14517355",0.715053806144059
"cg01167615","VAE24","cg01167615",0.714755861530151
"cg22940525","VAE24","cg22940525",0.713470658253837
"cg15624274","VAE24","cg15624274",0.713366919755414
"cg03055271","VAE24","cg03055271",0.713330116114875
"cg22285671","VAE24","cg22285671",0.712566927813808
"cg06972908","VAE24","cg06972908",0.71214352428347
"cg19005335","VAE24","cg19005335",-0.712105702980355
"cg09666977","VAE24","cg09666977",0.711750162269356
"cg20900312","VAE24","cg20900312",0.711695480396879
"cg24786986","VAE24","cg24786986",0.711379835456276
"cg14924473","VAE24","cg14924473",0.711338260472418
"cg08404225","VAE24","cg08404225",0.711202552893358
"cg13911594","VAE24","cg13911594",0.71110126005531
"cg12042952","VAE24","cg12042952",0.710890992779158
"cg15835805","VAE24","cg15835805",0.710385533406503
"cg12069158","VAE24","cg12069158",0.710323616625936
"cg04730276","VAE24","cg04730276",0.710297369445858
"cg11245053","VAE24","cg11245053",0.71028665212886
"cg18448898","VAE24","cg18448898",0.7102856733785
"cg13261802","VAE24","cg13261802",0.709641775343238
"cg01859237","VAE24","cg01859237",0.709443680284948
