"","N","DE","P.DE","FDR"
"KEGG_LINOLEIC_ACID_METABOLISM",29,2,5.70799028091257e-06,0.0269702540773119
"REACTOME_KERATAN_SULFATE_DEGRADATION",11,1,4.94108703224231e-05,0.103483939864601
"KEGG_ARACHIDONIC_ACID_METABOLISM",58,2,0.000116662590936737,0.103483939864601
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",15,1,0.00011828991644887,0.103483939864601
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",15,1,0.000207817200028994,0.103483939864601
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",16,1,0.000217216645684294,0.103483939864601
"MURAKAMI_UV_RESPONSE_1HR_DN",10,1,0.000262295280229415,0.103483939864601
"CHOI_ATL_CHRONIC_VS_ACUTE_DN",18,1,0.000268773085791047,0.103483939864601
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",19,1,0.000275614167606666,0.103483939864601
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",21,1,0.000287167838264857,0.103483939864601
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",22,1,0.000370847515561677,0.103483939864601
"MCCLUNG_DELTA_FOSB_TARGETS_2WK",48,2,0.000494362310374601,0.103483939864601
"ZEMBUTSU_SENSITIVITY_TO_FLUOROURACIL",17,1,0.000496708099711068,0.103483939864601
"TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN",17,1,0.000529553343175547,0.103483939864601
"CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN",455,5,0.000590114150522931,0.103483939864601
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",31,1,0.00059715767310489,0.103483939864601
"MIKKELSEN_NPC_ICP_WITH_H3K27ME3",12,1,0.000611085927227636,0.103483939864601
"REACTOME_SYNTHESIS_OF_PA",27,1,0.000624134293722373,0.103483939864601
"SCHURINGA_STAT5A_TARGETS_UP",21,1,0.00066140187024516,0.103483939864601
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP",18,1,0.000687942562383084,0.103483939864601
"YANG_BREAST_CANCER_ESR1_BULK_DN",23,1,0.000756528707065333,0.103483939864601
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN",23,1,0.000760903112359601,0.103483939864601
"MURAKAMI_UV_RESPONSE_6HR_DN",21,1,0.000789580176362044,0.103483939864601
"ODONNELL_METASTASIS_DN",24,1,0.000799732567910103,0.103483939864601
"RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN",16,1,0.000814436354986194,0.103483939864601
"KEGG_ETHER_LIPID_METABOLISM",33,1,0.000886378853023195,0.103483939864601
"REACTOME_GAP_JUNCTION_ASSEMBLY",18,1,0.000892935984917858,0.103483939864601
"PEDRIOLI_MIR31_TARGETS_UP",221,3,0.000940907270189857,0.103483939864601
"WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP",21,1,0.000954599026527231,0.103483939864601
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS",26,1,0.00103017374932233,0.103483939864601
"MATTHEWS_AP1_TARGETS",17,1,0.00103036247417735,0.103483939864601
"KANNAN_TP53_TARGETS_DN",21,1,0.00104549609990788,0.103483939864601
"JIANG_AGING_HYPOTHALAMUS_DN",40,1,0.00105471234577481,0.103483939864601
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",30,1,0.00107546078972931,0.103483939864601
"MATZUK_SPERMATOGONIA",24,1,0.00109266339726535,0.103483939864601
"LEIN_PONS_MARKERS",89,2,0.00112877952724514,0.103483939864601
"DAWSON_METHYLATED_IN_LYMPHOMA_TCL1",59,2,0.00112936262450655,0.103483939864601
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_15",35,1,0.00115411597514786,0.103483939864601
"HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_UP",27,1,0.00116815721242316,0.103483939864601
"NAKAJIMA_EOSINOPHIL",30,1,0.0012169637226982,0.103483939864601
"DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP",146,2,0.00126260678134002,0.103483939864601
"REACTOME_GAP_JUNCTION_TRAFFICKING",27,1,0.00129366951628945,0.103483939864601
"DARWICHE_PAPILLOMA_RISK_HIGH_UP",147,2,0.00135425240864982,0.103483939864601
"WU_ALZHEIMER_DISEASE_DN",19,1,0.00141988644245625,0.103483939864601
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",26,1,0.0014739805213295,0.103483939864601
"MIKKELSEN_IPS_WITH_HCP_H3K27ME3",102,3,0.00151947164734185,0.103483939864601
"LENAOUR_DENDRITIC_CELL_MATURATION_UP",114,2,0.00155330210901767,0.103483939864601
"WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN",20,1,0.00165783225782483,0.103483939864601
"YAGUE_PRETUMOR_DRUG_RESISTANCE_DN",13,1,0.00179534353832536,0.103483939864601
"ZIRN_TRETINOIN_RESPONSE_UP",21,1,0.00194540681512455,0.103483939864601
