"","Term","Ont","N","DE","P.DE","FDR"
"GO:0044446","intracellular organelle part","CC",5332,138,2.01443986151642e-07,0.00336124856497183
"GO:0044422","organelle part","CC",5463,140,3.40811007855192e-07,0.00336124856497183
"GO:0044424","intracellular part","CC",9137,208,1.09326737012499e-06,0.00718823295857179
"GO:0005622","intracellular","CC",9396,211,3.78481980347583e-06,0.0186638926558902
"GO:0043232","intracellular non-membrane-bounded organelle","CC",2594,77,9.36462417190572e-06,0.0307862019651401
"GO:0043228","non-membrane-bounded organelle","CC",2594,77,9.36462417190572e-06,0.0307862019651401
"GO:0005515","protein binding","MF",6269,156,1.5094151779434e-05,0.0417493315928779
"GO:0007030","Golgi organization","BP",65,8,1.69325552721431e-05,0.0417493315928779
"GO:0007017","microtubule-based process","BP",402,21,2.80273881908239e-05,0.0614266924515557
"GO:0044428","nuclear part","CC",2441,69,6.5131174381558e-05,0.128471241467623
"GO:0043229","intracellular organelle","CC",7913,180,9.46068594951704e-05,0.169647300322021
"GO:0005488","binding","MF",9154,205,0.000118082393981619,0.183816348248302
"GO:0018205","peptidyl-lysine modification","BP",246,14,0.000128188989624638,0.183816348248302
"GO:0044451","nucleoplasm part","CC",419,19,0.000132849752262627,0.183816348248302
"GO:0009755","hormone-mediated signaling pathway","BP",160,12,0.000139784295245857,0.183816348248302
"GO:0005737","cytoplasm","CC",7233,168,0.000153480954487605,0.189213239204251
"GO:0004674","protein serine/threonine kinase activity","MF",323,17,0.00019196332122754,0.215295518380287
"GO:0030705","cytoskeleton-dependent intracellular transport","BP",83,8,0.000196467393198741,0.215295518380287
"GO:0043412","macromolecule modification","BP",2749,77,0.000249001459579921,0.240289017336048
"GO:0006464","cellular protein modification process","BP",2601,74,0.000255821007049785,0.240289017336048
"GO:0036211","protein modification process","BP",2601,74,0.000255821007049785,0.240289017336048
"GO:0031981","nuclear lumen","CC",2200,61,0.000305784095926538,0.272666973484775
"GO:0032259","methylation","BP",206,12,0.000317938676306709,0.272666973484775
"GO:0000226","microtubule cytoskeleton organization","BP",281,15,0.000343380620585258,0.281432003093554
"GO:1901216","positive regulation of neuron death","BP",47,6,0.000356694553984226,0.281432003093554
"GO:0005829","cytosol","CC",2250,64,0.000385788163052485,0.292679673700395
"GO:0005654","nucleoplasm","CC",1856,53,0.000437788512834726,0.31128984989873
"GO:0071840","cellular component organization or biogenesis","BP",4206,108,0.000441881662720631,0.31128984989873
"GO:0043401","steroid hormone mediated signaling pathway","BP",134,10,0.000461847611455546,0.311469538483638
"GO:0032886","regulation of microtubule-based process","BP",98,8,0.000473717929252681,0.311469538483638
"GO:0005856","cytoskeleton","CC",1446,46,0.000493538111741337,0.314033524325738
"GO:0043231","intracellular membrane-bounded organelle","CC",7134,162,0.000551225402175099,0.339778783059495
"GO:0080182","histone H3-K4 trimethylation","BP",3,2,0.000584063587248936,0.349110735105614
"GO:0044260","cellular macromolecule metabolic process","BP",5430,130,0.000718350188628778,0.395087562589996
"GO:0043226","organelle","CC",8694,191,0.000724075414996979,0.395087562589996
"GO:0044237","cellular metabolic process","BP",6662,154,0.000732620001635315,0.395087562589996
"GO:0016569","chromatin modification","BP",349,16,0.000780101234524364,0.395087562589996
"GO:0007049","cell cycle","BP",1082,35,0.000787265394350363,0.395087562589996
"GO:0070507","regulation of microtubule cytoskeleton organization","BP",81,7,0.000788064795912385,0.395087562589996
"GO:0007018","microtubule-based movement","BP",152,10,0.000810647024381701,0.395087562589996
"GO:0044267","cellular protein metabolic process","BP",3257,85,0.000821221296131297,0.395087562589996
"GO:0032296","double-stranded RNA-specific ribonuclease activity","MF",3,2,0.000885175566106825,0.406048559103654
"GO:0004525","ribonuclease III activity","MF",3,2,0.000885175566106825,0.406048559103654
"GO:0016043","cellular component organization","BP",4122,105,0.000973952990911777,0.4366186987667
"GO:0031984","organelle subcompartment","CC",221,12,0.00105356307129691,0.437109192967592
"GO:0005634","nucleus","CC",4411,107,0.00108325457831884,0.437109192967592
"GO:0070013","intracellular organelle lumen","CC",2770,71,0.00110458299268468,0.437109192967592
"GO:0031974","membrane-enclosed lumen","CC",2770,71,0.00110458299268468,0.437109192967592
"GO:0043233","organelle lumen","CC",2770,71,0.00110458299268468,0.437109192967592
"GO:0071383","cellular response to steroid hormone stimulus","BP",180,11,0.00110800809370746,0.437109192967592
