"","N","DE","P.DE","FDR"
"KEGG_OLFACTORY_TRANSDUCTION",389,42,0,0
"REACTOME_OLFACTORY_SIGNALING_PATHWAY",328,37,0,0
"REACTOME_GPCR_DOWNSTREAM_SIGNALING",805,57,4.3122967418344e-13,6.79186736838918e-10
"REACTOME_SIGNALING_BY_GPCR",920,60,1.55794249878142e-11,1.84031957668556e-08
"REACTOME_DEFENSINS",51,6,6.46615508957363e-06,0.00611051655964708
"REACTOME_BETA_DEFENSINS",42,5,2.0115663795706e-05,0.0147814557608893
"WEBER_METHYLATED_ICP_IN_FIBROBLAST",22,4,2.18984529790952e-05,0.0147814557608893
"ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN",940,46,3.91117221436882e-05,0.022343223457169
"WEBER_METHYLATED_ICP_IN_SPERM_DN",14,3,4.66850010575208e-05,0.022343223457169
"KONDO_PROSTATE_CANCER_WITH_H3K27ME3",196,17,4.72872454119979e-05,0.022343223457169
"SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP",8,3,7.11166640960291e-05,0.0305478398048852
"FERRANDO_HOX11_NEIGHBORS",23,4,0.000383377445128139,0.150954869019205
"BIOCARTA_PLATELETAPP_PATHWAY",14,3,0.000518104511524417,0.186282246610081
"SU_THYMUS",20,4,0.000551947397363204,0.186282246610081
"REACTOME_STEROID_HORMONES",29,4,0.000783243639230396,0.24587556637276
"SHEN_SMARCA2_TARGETS_DN",357,21,0.000832594510468606,0.24587556637276
"REACTOME_ENDOGENOUS_STEROLS",15,3,0.000885292695263299,0.246059293242299
"CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN",32,4,0.000970655301729028,0.25479701670387
"REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT",13,3,0.00115203677093854,0.286493354878137
"REACTOME_NEURONAL_SYSTEM",279,22,0.00137534314897056,0.324924818944296
"VALK_AML_CLUSTER_5",33,4,0.00156143331861108,0.348800557273744
"CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP",35,4,0.00165867085085549,0.348800557273744
"REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D",35,4,0.00172265849053442,0.348800557273744
"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS",12,3,0.0018057110007126,0.348800557273744
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",272,20,0.00191003467909905,0.348800557273744
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",186,16,0.00191932581780261,0.348800557273744
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP",87,8,0.00210465846978084,0.356360010746697
"NABA_COLLAGENS",44,7,0.00214707609584956,0.356360010746697
"KEGG_CALCIUM_SIGNALING_PATHWAY",178,15,0.00218718313474163,0.356360010746697
"BIOCARTA_INTRINSIC_PATHWAY",23,3,0.00262850968045365,0.387217029319969
"REACTOME_STRIATED_MUSCLE_CONTRACTION",27,4,0.00263820084160718,0.387217029319969
"REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL",137,12,0.00264392374675328,0.387217029319969
"BIOCARTA_AMI_PATHWAY",20,3,0.00272103480109643,0.387217029319969
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS",10,2,0.00278632359722306,0.387217029319969
"BERGER_MBD2_TARGETS",7,1,0.00323309141293431,0.432945446450748
"KIM_GLIS2_TARGETS_DN",6,1,0.00340730589835533,0.432945446450748
"BIOCARTA_ACE2_PATHWAY",13,2,0.00342454513277491,0.432945446450748
"JIANG_CORE_DUPLICON_GENES",13,1,0.00356392271050547,0.432945446450748
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",13,2,0.00357351797070458,0.432945446450748
"REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII",15,3,0.00368501647837147,0.43529257150763
"NABA_BASEMENT_MEMBRANES",40,6,0.00385150836916511,0.44386285473915
"TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN",54,5,0.00424381993787465,0.477429743010898
"REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM",10,2,0.00438475668452099,0.481813379868876
"REACTOME_COLLAGEN_FORMATION",58,7,0.0051195319728165,0.549767922080863
"KLEIN_TARGETS_OF_BCR_ABL1_FUSION",45,5,0.00528982943520664,0.555432090696697
"DE_YY1_TARGETS_UP",20,3,0.00618271124725697,0.635071970506287
"REACTOME_COMPLEMENT_CASCADE",32,3,0.00662819693607481,0.651325786257887
"IGLESIAS_E2F_TARGETS_DN",16,2,0.00672887211717829,0.651325786257887
"KEGG_CARDIAC_MUSCLE_CONTRACTION",80,6,0.00678195747746292,0.651325786257887
"BIOCARTA_VITCB_PATHWAY",11,2,0.00689233636251732,0.651325786257887
