"","Term","Ont","N","DE","P.DE","FDR"
"GO:0044422","organelle part","CC",5463,150,9.42561161301195e-07,0.0185920189066661
"GO:0044446","intracellular organelle part","CC",5332,144,8.07709731826253e-06,0.0796603723013642
"GO:0005737","cytoplasm","CC",7233,188,3.4463182373587e-05,0.196744321574788
"GO:0005654","nucleoplasm","CC",1856,60,5.42949500184882e-05,0.196744321574788
"GO:0043226","organelle","CC",8694,216,5.73842132944153e-05,0.196744321574788
"GO:0031981","nuclear lumen","CC",2200,68,5.98461814676163e-05,0.196744321574788
"GO:0044424","intracellular part","CC",9137,224,8.89444448528615e-05,0.250632739246099
"GO:0044428","nuclear part","CC",2441,72,0.000186321212010626,0.409367538655509
"GO:0070161","anchoring junction","CC",531,26,0.000186783667827609,0.409367538655509
"GO:0043227","membrane-bounded organelle","CC",8010,199,0.000309699167830031,0.540664251352641
"GO:0043229","intracellular organelle","CC",7913,196,0.000311720102065715,0.540664251352641
"GO:0005912","adherens junction","CC",519,25,0.000328921217552937,0.540664251352641
"GO:0043153","entrainment of circadian clock by photoperiod","BP",16,4,0.000371781854489552,0.564107467677416
"GO:0005622","intracellular","CC",9396,227,0.000427127055375822,0.601791511949149
"GO:0005802","trans-Golgi network","CC",136,10,0.000618760385018785,0.76798024435261
"GO:0043231","intracellular membrane-bounded organelle","CC",7134,178,0.000626998571392809,0.76798024435261
"GO:0009648","photoperiodism","BP",20,4,0.000779352221669579,0.76798024435261
"GO:0032810","sterol response element binding","MF",2,2,0.000783239092781898,0.76798024435261
"GO:0070013","intracellular organelle lumen","CC",2770,77,0.000817621552922931,0.76798024435261
"GO:0031974","membrane-enclosed lumen","CC",2770,77,0.000817621552922931,0.76798024435261
"GO:0043233","organelle lumen","CC",2770,77,0.000817621552922931,0.76798024435261
"GO:0031624","ubiquitin conjugating enzyme binding","MF",22,4,0.00100915648250838,0.882882038068358
"GO:0016482","cytosolic transport","BP",91,7,0.00102946955009238,0.882882038068358
"GO:0048193","Golgi vesicle transport","BP",191,11,0.00112707034082595,0.918131028850992
"GO:0008375","acetylglucosaminyltransferase activity","MF",36,5,0.0011837580526237,0.918131028850992
"GO:0030054","cell junction","CC",1053,42,0.00122674114335024,0.918131028850992
"GO:0042147","retrograde transport, endosome to Golgi","BP",48,5,0.00126249678532795,0.918131028850992
"GO:0009649","entrainment of circadian clock","BP",22,4,0.00130330386858442,0.918131028850992
"GO:0044390","ubiquitin-like protein conjugating enzyme binding","MF",26,4,0.00150203543323763,1
"GO:0042752","regulation of circadian rhythm","BP",75,7,0.00169017120987673,1
"GO:0005911","cell-cell junction","CC",485,22,0.00176159457004184,1
"GO:1900273","positive regulation of long-term synaptic potentiation","BP",9,3,0.00190153594146934,1
"GO:0007034","vacuolar transport","BP",179,10,0.00215507348681024,1
"GO:0005913","cell-cell adherens junction","CC",247,13,0.00234455159166531,1
"GO:0007623","circadian rhythm","BP",148,10,0.00259897442679602,1
"GO:0016197","endosomal transport","BP",159,9,0.00281640805489035,1
"GO:0003417","growth plate cartilage development","BP",12,3,0.00318370369665614,1
"GO:0006694","steroid biosynthetic process","BP",116,8,0.00319354411012099,1
"GO:0015031","protein transport","BP",1252,41,0.00334673553965957,1
"GO:0017137","Rab GTPase binding","MF",91,7,0.00346506445618187,1
"GO:0004879","RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding","MF",40,5,0.0035067541605454,1
"GO:0098531","transcription factor activity, direct ligand regulated sequence-specific DNA binding","MF",40,5,0.0035067541605454,1
"GO:0072331","signal transduction by p53 class mediator","BP",161,9,0.0035591953567141,1
"GO:0046513","ceramide biosynthetic process","BP",45,5,0.00365120175414976,1
"GO:0071953","elastic fiber","CC",4,2,0.00376788972546159,1
"GO:0045184","establishment of protein localization","BP",1377,44,0.00381946634193523,1
"GO:0006896","Golgi to vacuole transport","BP",21,3,0.00399248866003824,1
"GO:0098641","cadherin binding involved in cell-cell adhesion","MF",211,11,0.00403271675328199,1
"GO:0061154","endothelial tube morphogenesis","BP",14,3,0.00415426433985597,1
"GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","BP",52,5,0.00426504699400742,1
