"","N","DE","P.DE","FDR"
"LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN",800,31,3.36053016481823e-09,1.58785050287661e-05
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,33,5.61946390877286e-08,0.000132759834844759
"GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN",1781,45,8.67309665877364e-07,0.00136601272375685
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN",483,21,1.18854714117659e-06,0.00140397131051485
"ULE_SPLICING_VIA_NOVA2",43,6,2.39950562103346e-05,0.0226526374909776
"MCBRYAN_PUBERTAL_BREAST_4_5WK_DN",196,11,2.87652539567969e-05,0.0226526374909776
"MARSON_BOUND_BY_FOXP3_STIMULATED",1022,26,4.00595969881565e-05,0.0270402279670056
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6",6,2,5.11703888050042e-05,0.0301058964230365
"OHASHI_AURKA_TARGETS",6,2,5.73445646153077e-05,0.0301058964230365
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,25,6.63583619411048e-05,0.031354326017172
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1",528,18,7.9886387795421e-05,0.0343148347575786
"QI_HYPOXIA",140,9,0.000104582159962738,0.0411792254853282
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24",14,3,0.000113465516857215,0.041240351319257
"GENTILE_UV_RESPONSE_CLUSTER_D4",55,5,0.000142261079555896,0.0480131143501148
"SUZUKI_AMPLIFIED_IN_ORAL_CANCER",16,3,0.000161724690736234,0.0486278795262051
"ALONSO_METASTASIS_NEURAL_UP",18,3,0.000164665835432652,0.0486278795262051
"LINDGREN_BLADDER_CANCER_CLUSTER_3_DN",229,11,0.000194159812797458,0.0507684402822354
"FARMER_BREAST_CANCER_CLUSTER_7",20,3,0.000198889156162117,0.0507684402822354
"NIKOLSKY_BREAST_CANCER_10Q22_AMPLICON",9,2,0.000204148225473539,0.0507684402822354
"CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5",482,17,0.000238801777003688,0.0564169198171213
"CHANGOLKAR_H2AFY_TARGETS_UP",48,4,0.000258857045754354,0.0582428352947296
"DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP",1382,28,0.0002880897922151,0.0598660909641056
"SIMBULAN_UV_RESPONSE_NORMAL_DN",33,4,0.000295768554986933,0.0598660909641056
"REACTOME_SIGNALING_BY_NODAL",18,3,0.000304081731881171,0.0598660909641056
"INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP",14,2,0.000318535889658025,0.0602032831453668
"HOFMANN_CELL_LYMPHOMA_DN",39,4,0.000377785277993421,0.067735736767772
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17",25,3,0.000387061352958697,0.067735736767772
"NICK_RESPONSE_TO_PROC_TREATMENT_DN",27,3,0.000401628548726635,0.0677748175976197
"MIKKELSEN_DEDIFFERENTIATED_STATE_DN",7,2,0.000418527560263405,0.0681911283532618
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",60,4,0.000452711777623593,0.0713021049757159
"STEIN_ESRRA_TARGETS_UP",388,12,0.000502385018025276,0.0765732003280461
"CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP",380,14,0.000539598058752613,0.0790309108117533
"KREPPEL_CD99_TARGETS_UP",6,1,0.000563052604696455,0.0790309108117533
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",23,2,0.00057873596317286,0.0790309108117533
"BIOCARTA_TOLL_PATHWAY",37,3,0.000598215859609522,0.0790309108117533
"KUMAR_TARGETS_OF_MLL_AF9_FUSION",405,15,0.000615985348794369,0.0790309108117533
"HEIDENBLAD_AMPLICON_8Q24_DN",46,4,0.000618866391541772,0.0790309108117533
"PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION",22,3,0.000669445515354995,0.0822619661753065
"LI_WILMS_TUMOR_ANAPLASTIC_UP",19,2,0.00067898765731999,0.0822619661753065
"PID_CERAMIDE_PATHWAY",48,4,0.000709094555503939,0.0837617943689028
"YANG_BREAST_CANCER_ESR1_UP",36,4,0.000732393352940739,0.0842961592815639
"MANTOVANI_VIRAL_GPCR_SIGNALING_DN",49,4,0.000749299193613902,0.0842961592815639
"MCBRYAN_PUBERTAL_BREAST_6_7WK_UP",197,9,0.00082211712696101,0.0886115602887599
"REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING",38,3,0.000827794113773261,0.0886115602887599
"YANAGISAWA_LUNG_CANCER_RECURRENCE",9,1,0.000854025859496311,0.0886115602887599
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",26,3,0.000862673391170996,0.0886115602887599
"ACEVEDO_LIVER_CANCER_DN",540,16,0.000997138203615921,0.0995682353685755
"AMIT_EGF_RESPONSE_20_MCF10A",14,2,0.00104784116839535,0.0995682353685755
"XU_GH1_AUTOCRINE_TARGETS_DN",142,7,0.00104886400656397,0.0995682353685755
"RADAEVA_RESPONSE_TO_IFNA1_DN",10,2,0.00105363212030239,0.0995682353685755
