"","N","DE","P.DE","FDR"
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP",450,18,5.84349736601421e-08,0.000276105250544172
"MCBRYAN_PUBERTAL_BREAST_4_5WK_UP",271,14,3.70355084865372e-07,0.000874963887994441
"LIM_MAMMARY_STEM_CELL_DN",428,15,1.75003887805998e-06,0.00275631123294447
"COLDREN_GEFITINIB_RESISTANCE_DN",230,11,3.80744225449108e-06,0.00449754116311759
"JONES_TCOF1_TARGETS",5,2,6.05511361425275e-06,0.00572208236546885
"BIOCARTA_ETS_PATHWAY",18,3,7.88325902654778e-06,0.00620806648340638
"PILON_KLF1_TARGETS_DN",1972,31,9.6187689675024e-06,0.00649266905306412
"ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN",284,11,1.21774995899737e-05,0.00719233569532819
"CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP",121,7,3.13742331131328e-05,0.0164714723843947
"CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN",391,13,3.99698009211255e-05,0.0188857309352318
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP",30,3,6.47138498116583e-05,0.0255149648886808
"SESTO_RESPONSE_TO_UV_C5",46,4,6.47999108283957e-05,0.0255149648886808
"GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP",142,7,7.32369087345938e-05,0.0266187995208427
"SENESE_HDAC3_TARGETS_DN",536,14,0.000122803031625497,0.0414460231736054
"WILLIAMS_ESR2_TARGETS_UP",28,3,0.000137067305629693,0.0431762012733534
"PID_ARF6_TRAFFICKING_PATHWAY",49,4,0.000154759307727303,0.044199700992937
"KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3",824,19,0.000166338992360689,0.044199700992937
"ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP",63,4,0.000173946428020136,0.044199700992937
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",805,18,0.000177734247379006,0.044199700992937
"SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN",514,13,0.00020615731855603,0.048704666508862
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0",76,5,0.000240105539670951,0.0540237464259639
"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN",67,5,0.00025207386067585,0.0541385905315178
"PID_RXR_VDR_PATHWAY",26,3,0.000305380770056441,0.0611775933528896
"BIOCARTA_RARRXR_PATHWAY",15,2,0.000310743331316265,0.0611775933528896
"ZWANG_EGF_INTERVAL_DN",214,8,0.000334915698898395,0.0632990670917967
"RHODES_CANCER_META_SIGNATURE",64,3,0.000401674981539253,0.068634665661166
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN",855,18,0.000420106389021951,0.068634665661166
"KIM_GERMINAL_CENTER_T_HELPER_UP",66,4,0.000420752369237905,0.068634665661166
"WEIGEL_OXIDATIVE_STRESS_RESPONSE",35,3,0.000421249799825146,0.068634665661166
"NIKOLSKY_BREAST_CANCER_19P13_AMPLICON",5,1,0.000439726139409487,0.0688236589019394
"TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN",16,2,0.000452577443211436,0.0688236589019394
"KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP",12,2,0.000467693199444514,0.0688236589019394
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN",384,10,0.000480673173283386,0.0688236589019394
"DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN",84,5,0.000621880413799264,0.0839753973692748
"VERHAAK_GLIOBLASTOMA_CLASSICAL",162,7,0.000654969921817107,0.0839753973692748
"BIOCARTA_EGFR_SMRTE_PATHWAY",11,2,0.000660894153058412,0.0839753973692748
"MORI_PLASMA_CELL_DN",33,3,0.000670534298489716,0.0839753973692748
"BIOCARTA_NDKDYNAMIN_PATHWAY",21,2,0.000690982189513564,0.0839753973692748
"YIH_RESPONSE_TO_ARSENITE_C4",18,2,0.000704519403337966,0.0839753973692748
"BRACHAT_RESPONSE_TO_CISPLATIN",22,2,0.000710902834872167,0.0839753973692748
"GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN",5,1,0.000745627044553652,0.0859289703784392
"LIN_APC_TARGETS",77,4,0.00079783861264857,0.0886882317465469
"JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN",66,4,0.000810727509026301,0.0886882317465469
"WANG_RESPONSE_TO_PACLITAXEL_VIA_MAPK8_DN",5,1,0.000825879830020754,0.0886882317465469
"BERNARD_PPAPDC1B_TARGETS_DN",58,4,0.000881274958940692,0.0911108790522362
"THILLAINADESAN_ZNF217_TARGETS_DN",9,1,0.000887005383365685,0.0911108790522362
"FARMER_BREAST_CANCER_CLUSTER_7",20,2,0.00092541660436153,0.092619078488606
"OUYANG_PROSTATE_CANCER_MARKERS",19,2,0.000999766608995305,0.092619078488606
"BIOCARTA_NUCLEARRS_PATHWAY",15,2,0.00101706231067329,0.092619078488606
"BROWNE_HCMV_INFECTION_4HR_DN",254,8,0.00101900591658822,0.092619078488606
